run_dir,date_dir,scenario_guess,log_files_top_level,csv_files_recursive,png_files_recursive,avg_prr,avg_latency_ms,incident_applied_count,sionna_mentioned,in_chatgpt_exports,eva_drop_phy_total,eva_cam_drop_phy,eva_cpm_drop_phy,eva_ctrl_events_total,eva_drop_decision_match_ratio
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/eva-sionna-incident-sweep-200843/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,33,0,,,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/eva-sionna-incident-sweep-201455/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,39,0,,,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/eva-sionna-incident-sweep-225950/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,0,0,,,0,1,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/eva-sionna-incident-sweep-233340/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,48,0,,,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/eva-sionna-incident-sweep-235226/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,39,0,,,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-smoke-181234/tx_23/cam,tx_23,v2v-cam-exchange-sionna-nrv2x,1,2,0,,,0,0,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-smoke-181234/tx_23/eva,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,47,1,0.922062,10.9834,1,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_23/cam,tx_23,v2v-cam-exchange-sionna-nrv2x,1,2,0,,,0,0,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_23/eva,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,47,1,0.971916,11.9522,1,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/debug-root-sync/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,0,0,,,0,0,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-non-sionna-then-sionna-gpu-184930/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,20,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-non-sionna-then-sionna-gpu-184930/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,20,1,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-non-sionna-then-sionna-gpu-191658/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,20,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-non-sionna-then-sionna-gpu-191658/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,20,1,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-non-sionna-then-sionna-gpu-195739/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,48,0,,,1,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-short-sionna-gpu-only-tx23-223620/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,42,4,0.933075,12.528,1,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-short-sionna-gpu-only-tx23-223837/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,42,4,0.944698,13.0044,1,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-short-sionna-gpu-tx23-223424/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,42,3,,,1,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-000410/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,30,0,,,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-000645/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,20,1,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-000729/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,48,0,,,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-003459/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,0,0,,,0,1,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-003713/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,0,0,,,0,1,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-004140/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,0,0,,,0,1,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-162549/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,39,0,,,0,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-163933/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,14,1,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-sionna-incident-sweep-164102/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,42,4,0.0,12.2417,0,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-stop-applied-check-231504/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,41,1,0.93084,12.5352,1,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_23/cam,tx_23,v2v-cam-exchange-sionna-nrv2x,1,0,0,,,0,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_23/eva,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.971916,11.9522,1,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-non-sionna-then-sionna-gpu-184930/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.0,0.0,0,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-non-sionna-then-sionna-gpu-184930/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.0,0.0,0,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-non-sionna-then-sionna-gpu-191658/tx_23/non_sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.0,0.0,0,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-non-sionna-then-sionna-gpu-191658/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.0,0.0,0,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-short-sionna-gpu-only-tx23-223620/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,3,4,0.933075,12.528,1,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-short-sionna-gpu-only-tx23-223837/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,3,4,0.944698,13.0044,1,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-sionna-incident-sweep-163933/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.0,0.0,0,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-sionna-incident-sweep-164102/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,3,4,0.0,12.2417,0,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-stop-applied-check-231504/tx_23/sionna,tx_23,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.93084,12.5352,1,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_5/cam,tx_5,v2v-cam-exchange-sionna-nrv2x,1,2,0,,,0,0,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_5/eva,tx_5,v2v-emergencyVehicleAlert-nrv2x,1,47,1,0.931646,16.5808,1,0,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-20/eva-short-sionna-gpu-only-tx23-223837/tx_5/sionna,tx_5,v2v-emergencyVehicleAlert-nrv2x,1,42,4,0.889197,18.9614,1,1,0,0.0,0.0,0.0,0.0,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_5/cam,tx_5,v2v-cam-exchange-sionna-nrv2x,1,0,0,,,0,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-19/rssi-safety-tx23-vs-5-181716/tx_5/eva,tx_5,v2v-emergencyVehicleAlert-nrv2x,1,2,1,0.931646,16.5808,1,0,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-20/eva-short-sionna-gpu-only-tx23-223837/tx_5/sionna,tx_5,v2v-emergencyVehicleAlert-nrv2x,1,3,4,0.889197,18.9614,1,1,1,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/2026-02-19/batch-main-161949/v2v-cam-backend-compare/non_sionna,v2v-cam-backend-compare,v2v-cam-exchange-sionna-nrv2x,1,3,2,,,0,0,0,,,,,
/home/afetz/work/clean/NEWWAY/analysis/scenario_runs/chatgpt_exports/2026-02-19/batch-main-161949/v2v-cam-backend-compare/non_sionna,v2v-cam-backend-compare,v2v-cam-exchange-sionna-nrv2x,1,1,2,,,0,0,1,,,,,
